From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q96LJ7	Q96LJ7	reviewed	DHRS1_HUMAN	Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1)	DHRS1 SDR19C1	Homo sapiens (Human)	313
Q9NP97	Q9NP97	reviewed	DLRB1_HUMAN	Dynein light chain roadblock-type 1 (Bithoraxoid-like protein) (BLP) (Dynein light chain 2A, cytoplasmic) (Dynein-associated protein Km23) (Roadblock domain-containing protein 1)	DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162	Homo sapiens (Human)	96
Q9NR50	Q9NR50	reviewed	EI2BG_HUMAN	Translation initiation factor eIF-2B subunit gamma (eIF-2B GDP-GTP exchange factor subunit gamma)	EIF2B3	Homo sapiens (Human)	452
O75170	O75170	reviewed	PP6R2_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 2 (SAPS domain family member 2)	PPP6R2 KIAA0685 PP6R2 SAPS2	Homo sapiens (Human)	966
P21127	P21127	reviewed	CD11B_HUMAN	Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1)	CDK11B CDC2L1 CDK11 PITSLREA PK58	Homo sapiens (Human)	795
P48730	P48730	reviewed	KC1D_HUMAN	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	CSNK1D HCKID	Homo sapiens (Human)	415
P49247	P49247	reviewed	RPIA_HUMAN	Ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	RPIA RPI	Homo sapiens (Human)	311
O75150	O75150	reviewed	BRE1B_HUMAN	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	RNF40 BRE1B KIAA0661	Homo sapiens (Human)	1001
P07360	P07360	reviewed	CO8G_HUMAN	Complement component C8 gamma chain	C8G	Homo sapiens (Human)	202
Q6P1L8	Q6P1L8	reviewed	RM14_HUMAN	Large ribosomal subunit protein uL14m (39S ribosomal protein L14, mitochondrial) (L14mt) (MRP-L14) (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32)	MRPL14 MRPL32 RPML32	Homo sapiens (Human)	145
Q96CV9	Q96CV9	reviewed	OPTN_HUMAN	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	OPTN FIP2 GLC1E HIP7 HYPL NRP	Homo sapiens (Human)	577
Q9HD26	Q9HD26	reviewed	GOPC_HUMAN	Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST)	GOPC CAL FIG	Homo sapiens (Human)	462
P09012	P09012	reviewed	SNRPA_HUMAN	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	SNRPA	Homo sapiens (Human)	282
P54802	P54802	reviewed	ANAG_HUMAN	Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form]	NAGLU UFHSD1	Homo sapiens (Human)	743
O95571	O95571	reviewed	ETHE1_HUMAN	Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)	ETHE1 HSCO	Homo sapiens (Human)	254
P52735	P52735	reviewed	VAV2_HUMAN	Guanine nucleotide exchange factor VAV2 (VAV-2)	VAV2	Homo sapiens (Human)	878
Q9Y320	Q9Y320	reviewed	TMX2_HUMAN	Thioredoxin-related transmembrane protein 2 (Cell proliferation-inducing gene 26 protein) (Thioredoxin domain-containing protein 14)	TMX2 TXNDC14 CGI-31 My009 PIG26 PSEC0045 UNQ237/PRO270	Homo sapiens (Human)	296
P07203	P07203	reviewed	GPX1_HUMAN	Glutathione peroxidase 1 (GPx-1) (GSHPx-1) (EC 1.11.1.9) (Cellular glutathione peroxidase)	GPX1	Homo sapiens (Human)	203
Q9BTE3	Q9BTE3	reviewed	MCMBP_HUMAN	Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein)	MCMBP C10orf119	Homo sapiens (Human)	642
Q9H6T3	Q9H6T3	reviewed	RPAP3_HUMAN	RNA polymerase II-associated protein 3	RPAP3	Homo sapiens (Human)	665
Q96J02	Q96J02	reviewed	ITCH_HUMAN	E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 2.3.2.26) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1)	ITCH	Homo sapiens (Human)	903
Q9H0B6	Q9H0B6	reviewed	KLC2_HUMAN	Kinesin light chain 2 (KLC 2)	KLC2	Homo sapiens (Human)	622
Q709C8	Q709C8	reviewed	VP13C_HUMAN	Intermembrane lipid transfer protein VPS13C (Vacuolar protein sorting-associated protein 13C)	VPS13C KIAA1421	Homo sapiens (Human)	3753
Q15397	Q15397	reviewed	PUM3_HUMAN	Pumilio homolog 3 (HBV X-transactivated gene 5 protein) (HBV XAg-transactivated protein 5) (Minor histocompatibility antigen HA-8) (HLA-HA8)	PUM3 cPERP-C KIAA0020 PUF-A XTP5	Homo sapiens (Human)	648
P01861	P01861	reviewed	IGHG4_HUMAN	Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region)	IGHG4	Homo sapiens (Human)	396
Q13501	Q13501	reviewed	SQSTM_HUMAN	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	SQSTM1 ORCA OSIL	Homo sapiens (Human)	440
Q9GZT3	Q9GZT3	reviewed	SLIRP_HUMAN	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP C14orf156 DC23 DC50 PD04872	Homo sapiens (Human)	109
Q15738	Q15738	reviewed	NSDHL_HUMAN	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)	NSDHL H105E3	Homo sapiens (Human)	373
P13498	P13498	reviewed	CY24A_HUMAN	Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox)	CYBA	Homo sapiens (Human)	195
Q14697	Q14697	reviewed	GANAB_HUMAN	Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	GANAB G2AN KIAA0088	Homo sapiens (Human)	944
Q6PKG0	Q6PKG0	reviewed	LARP1_HUMAN	La-related protein 1 (La ribonucleoprotein domain family member 1)	LARP1 KIAA0731 LARP	Homo sapiens (Human)	1096
Q9BQC6	Q9BQC6	reviewed	RT63_HUMAN	Large ribosomal subunit protein mL63 (Mitochondrial ribosomal protein 63) (Mitochondrial ribosomal protein L57) (Ribosomal protein 63, mitochondrial) (hMRP63)	MRPL57 MRP63	Homo sapiens (Human)	102
P40926	P40926	reviewed	MDHM_HUMAN	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	MDH2	Homo sapiens (Human)	338
P35914	P35914	reviewed	HMGCL_HUMAN	Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	HMGCL	Homo sapiens (Human)	325
P05455	P05455	reviewed	LA_HUMAN	Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen) (SS-B)	SSB	Homo sapiens (Human)	408
Q7Z6B0	Q7Z6B0	reviewed	CCD91_HUMAN	Coiled-coil domain-containing protein 91 (GGA-binding partner) (p56 accessory protein)	CCDC91 GGABP HSD8	Homo sapiens (Human)	441
P61978	P61978	reviewed	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)	HNRNPK HNRPK	Homo sapiens (Human)	463
Q96AB3	Q96AB3	reviewed	ISOC2_HUMAN	Isochorismatase domain-containing protein 2	ISOC2	Homo sapiens (Human)	205
O75525	O75525	reviewed	KHDR3_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 3 (RNA-binding protein T-Star) (Sam68-like mammalian protein 2) (SLM-2) (Sam68-like phosphotyrosine protein)	KHDRBS3 SALP SLM2	Homo sapiens (Human)	346
Q9NRY6	Q9NRY6	reviewed	PLS3_HUMAN	Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3)	PLSCR3	Homo sapiens (Human)	295
Q9Y2H1	Q9Y2H1	reviewed	ST38L_HUMAN	Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2)	STK38L KIAA0965 NDR2	Homo sapiens (Human)	464
P83436	P83436	reviewed	COG7_HUMAN	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7)	COG7 UNQ3082/PRO10013	Homo sapiens (Human)	770
Q7L5D6	Q7L5D6	reviewed	GET4_HUMAN	Golgi to ER traffic protein 4 homolog (Conserved edge-expressed protein) (Transmembrane domain recognition complex 35 kDa subunit) (TRC35)	GET4 C7orf20 CEE TRC35 CGI-20	Homo sapiens (Human)	327
Q99808	Q99808	reviewed	S29A1_HUMAN	Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)	SLC29A1 ENT1	Homo sapiens (Human)	456
Q14204	Q14204	reviewed	DYHC1_HUMAN	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646
O43615	O43615	reviewed	TIM44_HUMAN	Mitochondrial import inner membrane translocase subunit TIM44	TIMM44 MIMT44 TIM44	Homo sapiens (Human)	452
Q7L775	Q7L775	reviewed	EPMIP_HUMAN	EPM2A-interacting protein 1 (Laforin-interacting protein)	EPM2AIP1 KIAA0766 My007	Homo sapiens (Human)	607
Q8IWR0	Q8IWR0	reviewed	Z3H7A_HUMAN	Zinc finger CCCH domain-containing protein 7A	ZC3H7A ZC3H7 ZC3HDC7 HSPC055	Homo sapiens (Human)	971
P78540	P78540	reviewed	ARGI2_HUMAN	Arginase-2, mitochondrial (EC 3.5.3.1) (Arginase II) (Kidney-type arginase) (Non-hepatic arginase) (Type II arginase)	ARG2	Homo sapiens (Human)	354
Q14194	Q14194	reviewed	DPYL1_HUMAN	Dihydropyrimidinase-related protein 1 (DRP-1) (Collapsin response mediator protein 1) (CRMP-1) (Inactive dihydropyrimidinase) (Unc-33-like phosphoprotein 3) (ULIP-3)	CRMP1 DPYSL1 ULIP3	Homo sapiens (Human)	572
Q08722	Q08722	reviewed	CD47_HUMAN	Leukocyte surface antigen CD47 (Antigenic surface determinant protein OA3) (Integrin-associated protein) (IAP) (Protein MER6) (CD antigen CD47)	CD47 MER6	Homo sapiens (Human)	323
Q13724	Q13724	reviewed	MOGS_HUMAN	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)	MOGS GCS1	Homo sapiens (Human)	837
Q96ED9	Q96ED9	reviewed	HOOK2_HUMAN	Protein Hook homolog 2 (h-hook2) (hHK2)	HOOK2	Homo sapiens (Human)	719
Q92845	Q92845	reviewed	KIFA3_HUMAN	Kinesin-associated protein 3 (KAP-3) (KAP3) (Smg GDS-associated protein)	KIFAP3 KIF3AP SMAP	Homo sapiens (Human)	792
Q9GZQ8	Q9GZQ8	reviewed	MLP3B_HUMAN	Microtubule-associated proteins 1A/1B light chain 3B (Autophagy-related protein LC3 B) (Autophagy-related ubiquitin-like modifier LC3 B) (MAP1 light chain 3-like protein 2) (MAP1A/MAP1B light chain 3 B) (MAP1A/MAP1B LC3 B) (Microtubule-associated protein 1 light chain 3 beta)	MAP1LC3B MAP1ALC3	Homo sapiens (Human)	125
Q03426	Q03426	reviewed	KIME_HUMAN	Mevalonate kinase (MK) (EC 2.7.1.36)	MVK	Homo sapiens (Human)	396
P63208	P63208	reviewed	SKP1_HUMAN	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1 EMC19 OCP2 SKP1A TCEB1L	Homo sapiens (Human)	163
O15372	O15372	reviewed	EIF3H_HUMAN	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	EIF3H EIF3S3	Homo sapiens (Human)	352
Q96IY4	Q96IY4	reviewed	CBPB2_HUMAN	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	CPB2	Homo sapiens (Human)	423
Q96G28	Q96G28	reviewed	CFA36_HUMAN	Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)	CFAP36 CCDC104 UNQ163/PRO189	Homo sapiens (Human)	342
P45984	P45984	reviewed	MK09_HUMAN	Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (JNK-55) (Stress-activated protein kinase 1a) (SAPK1a) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)	MAPK9 JNK2 PRKM9 SAPK1A	Homo sapiens (Human)	424
Q9GZZ9	Q9GZZ9	reviewed	UBA5_HUMAN	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)	UBA5 UBE1DC1	Homo sapiens (Human)	404
Q5JPE7	Q5JPE7	reviewed	NOMO2_HUMAN	BOS complex subunit NOMO2 (Nodal modulator 2) (pM5 protein 2)	NOMO2	Homo sapiens (Human)	1267
O14524	O14524	reviewed	NEMP1_HUMAN	Nuclear envelope integral membrane protein 1	NEMP1 KIAA0286 TMEM194 TMEM194A	Homo sapiens (Human)	444
P01911	P01911	reviewed	DRB1_HUMAN	HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)	HLA-DRB1	Homo sapiens (Human)	266
Q9Y6W5	Q9Y6W5	reviewed	WASF2_HUMAN	Actin-binding protein WASF2 (Protein WAVE-2) (Verprolin homology domain-containing protein 2) (Wiskott-Aldrich syndrome protein family member 2) (WASP family protein member 2)	WASF2 WAVE2	Homo sapiens (Human)	498
Q96PE7	Q96PE7	reviewed	MCEE_HUMAN	Methylmalonyl-CoA epimerase, mitochondrial (EC 5.1.99.1) (DL-methylmalonyl-CoA racemase)	MCEE	Homo sapiens (Human)	176
O75351	O75351	reviewed	VPS4B_HUMAN	Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)	VPS4B SKD1 VPS42 MIG1	Homo sapiens (Human)	444
Q5SGD2	Q5SGD2	reviewed	PPM1L_HUMAN	Protein phosphatase 1L (EC 3.1.3.16) (Protein phosphatase 1-like) (Protein phosphatase 2C isoform epsilon) (PP2C-epsilon)	PPM1L PP2CE	Homo sapiens (Human)	360
Q02083	Q02083	reviewed	NAAA_HUMAN	N-acylethanolamine-hydrolyzing acid amidase (EC 3.5.1.60) (Acid ceramidase-like protein) (Acylsphingosine deacylase NAAA) (EC 3.5.1.23) (N-acylsphingosine amidohydrolase-like) (ASAH-like protein) [Cleaved into: N-acylethanolamine-hydrolyzing acid amidase subunit alpha; N-acylethanolamine-hydrolyzing acid amidase subunit beta]	NAAA ASAHL PLT	Homo sapiens (Human)	359
Q8N0X4	Q8N0X4	reviewed	CLYBL_HUMAN	Citramalyl-CoA lyase, mitochondrial (EC 4.1.3.25) ((3S)-malyl-CoA thioesterase) (EC 3.1.2.30) (Beta-methylmalate synthase) (EC 2.3.3.-) (Citrate lyase subunit beta-like protein) (Citrate lyase beta-like) (Malate synthase) (EC 2.3.3.9)	CLYBL CLB	Homo sapiens (Human)	340
Q9NWU1	Q9NWU1	reviewed	OXSM_HUMAN	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase)	OXSM	Homo sapiens (Human)	459
P35998	P35998	reviewed	PRS7_HUMAN	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)	PSMC2 MSS1	Homo sapiens (Human)	433
P11802	P11802	reviewed	CDK4_HUMAN	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)	CDK4	Homo sapiens (Human)	303
Q12926	Q12926	reviewed	ELAV2_HUMAN	ELAV-like protein 2 (ELAV-like neuronal protein 1) (Hu-antigen B) (HuB) (Nervous system-specific RNA-binding protein Hel-N1)	ELAVL2 HUB	Homo sapiens (Human)	359
Q9NRS6	Q9NRS6	reviewed	SNX15_HUMAN	Sorting nexin-15	SNX15	Homo sapiens (Human)	342
Q15477	Q15477	reviewed	SKI2_HUMAN	Superkiller complex protein 2 (Ski2) (EC 3.6.4.13) (Helicase-like protein) (HLP)	SKIC2 DDX13 SKI2W SKIV2 SKIV2L W	Homo sapiens (Human)	1246
O95757	O95757	reviewed	HS74L_HUMAN	Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Heat-shock protein family A member 4-like protein) (HSPA4-like protein) (Osmotic stress protein 94)	HSPA4L APG1 OSP94	Homo sapiens (Human)	839
O43306	O43306	reviewed	ADCY6_HUMAN	Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase)	ADCY6 KIAA0422	Homo sapiens (Human)	1168
O15511	O15511	reviewed	ARPC5_HUMAN	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	ARPC5 ARC16	Homo sapiens (Human)	151
Q9UJX2	Q9UJX2	reviewed	CDC23_HUMAN	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	CDC23 ANAPC8	Homo sapiens (Human)	597
Q92820	Q92820	reviewed	GGH_HUMAN	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	GGH	Homo sapiens (Human)	318
Q9Y4Y9	Q9Y4Y9	reviewed	LSM5_HUMAN	U6 snRNA-associated Sm-like protein LSm5	LSM5	Homo sapiens (Human)	91
Q92530	Q92530	reviewed	PSMF1_HUMAN	Proteasome inhibitor PI31 subunit (hPI31)	PSMF1	Homo sapiens (Human)	271
Q14651	Q14651	reviewed	PLSI_HUMAN	Plastin-1 (Intestine-specific plastin) (I-plastin)	PLS1	Homo sapiens (Human)	629
Q9BTW9	Q9BTW9	reviewed	TBCD_HUMAN	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D)	TBCD KIAA0988 SSD1 TFCD PP1096	Homo sapiens (Human)	1192
O43172	O43172	reviewed	PRP4_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4 homolog) (hPrp4) (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4)	PRPF4 PRP4	Homo sapiens (Human)	522
P98179	P98179	reviewed	RBM3_HUMAN	RNA-binding protein 3 (RNA-binding motif protein 3) (RNPL)	RBM3 RNPL	Homo sapiens (Human)	157
O75940	O75940	reviewed	SPF30_HUMAN	Survival of motor neuron-related-splicing factor 30 (30 kDa splicing factor SMNrp) (SMN-related protein) (Survival motor neuron domain-containing protein 1)	SMNDC1 SMNR SPF30	Homo sapiens (Human)	238
P25789	P25789	reviewed	PSA4_HUMAN	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261
Q16718	Q16718	reviewed	NDUA5_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	NDUFA5	Homo sapiens (Human)	116
Q16774	Q16774	reviewed	KGUA_HUMAN	Guanylate kinase (EC 2.7.4.8) (GMP kinase) (Guanylate kinase 1)	GUK1 GMK GMPK	Homo sapiens (Human)	197
Q6WCQ1	Q6WCQ1	reviewed	MPRIP_HUMAN	Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip)	MPRIP KIAA0864 MRIP RHOIP3	Homo sapiens (Human)	1025
Q7L0Y3	Q7L0Y3	reviewed	TM10C_HUMAN	tRNA methyltransferase 10 homolog C (HBV pre-S2 trans-regulated protein 2) (Mitochondrial ribonuclease P protein 1) (Mitochondrial RNase P protein 1) (RNA (guanine-9-)-methyltransferase domain-containing protein 1) (Renal carcinoma antigen NY-REN-49) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-) (tRNA (adenine(9)-N(1))-methyltransferase) (EC 2.1.1.218) (tRNA (guanine(9)-N(1))-methyltransferase) (EC 2.1.1.221)	TRMT10C MRPP1 RG9MTD1	Homo sapiens (Human)	403
Q86UP2	Q86UP2	reviewed	KTN1_HUMAN	Kinectin (CG-1 antigen) (Kinesin receptor)	KTN1 CG1 KIAA0004	Homo sapiens (Human)	1357
Q8NFF5	Q8NFF5	reviewed	FAD1_HUMAN	FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region]	FLAD1 PP591	Homo sapiens (Human)	587
Q13325	Q13325	reviewed	IFIT5_HUMAN	Interferon-induced protein with tetratricopeptide repeats 5 (IFIT-5) (Interferon-induced 58 kDa protein) (Retinoic acid- and interferon-inducible 58 kDa protein) (P58)	IFIT5 ISG58 RI58	Homo sapiens (Human)	482
Q9Y2I8	Q9Y2I8	reviewed	WDR37_HUMAN	WD repeat-containing protein 37	WDR37 KIAA0982	Homo sapiens (Human)	494
Q15437	Q15437	reviewed	SC23B_HUMAN	Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)	SEC23B	Homo sapiens (Human)	767
Q13618	Q13618	reviewed	CUL3_HUMAN	Cullin-3 (CUL-3)	CUL3 KIAA0617	Homo sapiens (Human)	768
Q9Y3Y2	Q9Y3Y2	reviewed	CHTOP_HUMAN	Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG)	CHTOP C1orf77 FOP HT031 PP7704	Homo sapiens (Human)	248
P46100	P46100	reviewed	ATRX_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)	ATRX RAD54L XH2	Homo sapiens (Human)	2492
Q9NVT9	Q9NVT9	reviewed	ARMC1_HUMAN	Armadillo repeat-containing protein 1	ARMC1 ARCP	Homo sapiens (Human)	282
Q9H008	Q9H008	reviewed	LHPP_HUMAN	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (hLHPP) (EC 3.1.3.-) (EC 3.6.1.1)	LHPP	Homo sapiens (Human)	270
P54578	P54578	reviewed	UBP14_HUMAN	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	USP14 TGT	Homo sapiens (Human)	494
Q7Z434	Q7Z434	reviewed	MAVS_HUMAN	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	MAVS IPS1 KIAA1271 VISA	Homo sapiens (Human)	540
Q8TF39	Q8TF39	reviewed	ZN483_HUMAN	Zinc finger protein 483 (Zinc finger protein with KRAB and SCAN domains 16)	ZNF483 KIAA1962 ZKSCAN16	Homo sapiens (Human)	744
Q12955	Q12955	reviewed	ANK3_HUMAN	Ankyrin-3 (ANK-3) (Ankyrin-G)	ANK3	Homo sapiens (Human)	4377
Q96EQ0	Q96EQ0	reviewed	SGTB_HUMAN	Small glutamine-rich tetratricopeptide repeat-containing protein beta (Beta-SGT) (Small glutamine-rich protein with tetratricopeptide repeats 2)	SGTB SGT2	Homo sapiens (Human)	304
Q9NRN5	Q9NRN5	reviewed	OLFL3_HUMAN	Olfactomedin-like protein 3 (HNOEL-iso) (hOLF44)	OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294	Homo sapiens (Human)	406
Q9C040	Q9C040	reviewed	TRIM2_HUMAN	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	TRIM2 KIAA0517 RNF86	Homo sapiens (Human)	744
Q9H0W9	Q9H0W9	reviewed	CK054_HUMAN	Ester hydrolase C11orf54 (EC 3.1.-.-)	C11orf54 LP4947 PTD012	Homo sapiens (Human)	315
Q14919	Q14919	reviewed	NC2A_HUMAN	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)	DRAP1	Homo sapiens (Human)	205
Q9H7D7	Q9H7D7	reviewed	WDR26_HUMAN	WD repeat-containing protein 26 (CUL4- and DDB1-associated WDR protein 2) (Myocardial ischemic preconditioning up-regulated protein 2)	WDR26 CDW2 MIP2 PRO0852	Homo sapiens (Human)	661
Q16644	Q16644	reviewed	MAPK3_HUMAN	MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK)	MAPKAPK3	Homo sapiens (Human)	382
